prompt_id,prompt_uid,image_path,prompt_status,image_status,qc_status,intended_score_band,intended_coarse_class,intended_representative_score,reviewed_score_band,reviewed_coarse_class,final_score_band,final_coarse_class,training_score_band,training_coarse_class,training_representative_score,training_label_source,prompt_title,prompt_model,band_spec_file,qc_notes,damage_profile_primary,damage_profile_secondary,damage_location_primary,box_form_factor,box_pattern,label_presence,tape_profile,background_context,camera_angle,lighting_style,source_dataset,original_label,review_status,disagreement_flag,preprocessing_profile
248,real_redf0xwin_0248,images/0248.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0248,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;dirt:4,labeled,,rgb_pad_resize_384
249,real_redf0xwin_0249,images/0249.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0249,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;dirt:13,labeled,,rgb_pad_resize_384
250,real_redf0xwin_0250,images/0250.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0250,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:27,labeled,,rgb_pad_resize_384
251,real_redf0xwin_0251,images/0251.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0251,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;hole:5,labeled,,rgb_pad_resize_384
252,real_redf0xwin_0252,images/0252.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0252,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:22;hole:1,labeled,,rgb_pad_resize_384
253,real_redf0xwin_0253,images/0253.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0253,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:29;hole:4,labeled,,rgb_pad_resize_384
254,real_redf0xwin_0254,images/0254.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0254,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:39;hole:4,labeled,,rgb_pad_resize_384
255,real_redf0xwin_0255,images/0255.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0255,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:33,labeled,,rgb_pad_resize_384
256,real_redf0xwin_0256,images/0256.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0256,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;dirt:1,labeled,,rgb_pad_resize_384
257,real_redf0xwin_0257,images/0257.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0257,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:17;hole:3,labeled,,rgb_pad_resize_384
258,real_redf0xwin_0258,images/0258.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0258,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:16;hole:1,labeled,,rgb_pad_resize_384
259,real_redf0xwin_0259,images/0259.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0259,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:24;hole:3,labeled,,rgb_pad_resize_384
260,real_redf0xwin_0260,images/0260.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0260,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:53;dirt:6,labeled,,rgb_pad_resize_384
261,real_redf0xwin_0261,images/0261.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0261,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:4,labeled,,rgb_pad_resize_384
262,real_redf0xwin_0262,images/0262.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0262,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:113;hole:1,labeled,,rgb_pad_resize_384
263,real_redf0xwin_0263,images/0263.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0263,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:113;hole:1,labeled,,rgb_pad_resize_384
264,real_redf0xwin_0264,images/0264.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0264,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;dirt:32,labeled,,rgb_pad_resize_384
265,real_redf0xwin_0265,images/0265.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0265,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:45,labeled,,rgb_pad_resize_384
266,real_redf0xwin_0266,images/0266.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0266,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:25;hole:2,labeled,,rgb_pad_resize_384
267,real_redf0xwin_0267,images/0267.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0267,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:48;dirt:2;hole:1,labeled,,rgb_pad_resize_384
268,real_redf0xwin_0268,images/0268.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0268,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:87;dirt:2;hole:8,labeled,,rgb_pad_resize_384
269,real_redf0xwin_0269,images/0269.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0269,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:13;hole:4,labeled,,rgb_pad_resize_384
270,real_redf0xwin_0270,images/0270.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0270,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:59;hole:2,labeled,,rgb_pad_resize_384
271,real_redf0xwin_0271,images/0271.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0271,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:21,labeled,,rgb_pad_resize_384
272,real_redf0xwin_0272,images/0272.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0272,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:15;hole:4,labeled,,rgb_pad_resize_384
273,real_redf0xwin_0273,images/0273.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0273,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:27;dirt:1;hole:2,labeled,,rgb_pad_resize_384
274,real_redf0xwin_0274,images/0274.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0274,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:37;hole:1,labeled,,rgb_pad_resize_384
275,real_redf0xwin_0275,images/0275.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0275,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:105;dirt:12;hole:7,labeled,,rgb_pad_resize_384
276,real_redf0xwin_0276,images/0276.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0276,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:33;dirt:6;hole:8,labeled,,rgb_pad_resize_384
277,real_redf0xwin_0277,images/0277.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0277,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:57;hole:7,labeled,,rgb_pad_resize_384
278,real_redf0xwin_0278,images/0278.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0278,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:9;dirt:1;hole:4,labeled,,rgb_pad_resize_384
279,real_redf0xwin_0279,images/0279.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0279,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:89;dirt:13;hole:2,labeled,,rgb_pad_resize_384
280,real_redf0xwin_0280,images/0280.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0280,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:52;hole:2,labeled,,rgb_pad_resize_384
281,real_redf0xwin_0281,images/0281.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0281,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:74;dirt:3;hole:3,labeled,,rgb_pad_resize_384
282,real_redf0xwin_0282,images/0282.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0282,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:34;hole:1,labeled,,rgb_pad_resize_384
283,real_redf0xwin_0283,images/0283.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0283,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:68;hole:4,labeled,,rgb_pad_resize_384
284,real_redf0xwin_0284,images/0284.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0284,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:91;dirt:5;hole:1,labeled,,rgb_pad_resize_384
285,real_redf0xwin_0285,images/0285.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0285,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:56;dirt:2;hole:2,labeled,,rgb_pad_resize_384
286,real_redf0xwin_0286,images/0286.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0286,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:82;dirt:4,labeled,,rgb_pad_resize_384
287,real_redf0xwin_0287,images/0287.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0287,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:49;dirt:2;hole:2,labeled,,rgb_pad_resize_384
288,real_redf0xwin_0288,images/0288.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0288,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:49,labeled,,rgb_pad_resize_384
289,real_redf0xwin_0289,images/0289.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0289,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:19,labeled,,rgb_pad_resize_384
290,real_redf0xwin_0290,images/0290.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0290,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:96;hole:5,labeled,,rgb_pad_resize_384
291,real_redf0xwin_0291,images/0291.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0291,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:53;hole:4,labeled,,rgb_pad_resize_384
292,real_redf0xwin_0292,images/0292.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0292,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;hole:4,labeled,,rgb_pad_resize_384
293,real_redf0xwin_0293,images/0293.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0293,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:92;dirt:6;hole:2,labeled,,rgb_pad_resize_384
294,real_redf0xwin_0294,images/0294.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0294,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:26;dirt:3,labeled,,rgb_pad_resize_384
295,real_redf0xwin_0295,images/0295.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0295,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:55;hole:1,labeled,,rgb_pad_resize_384
296,real_redf0xwin_0296,images/0296.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0296,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:73;hole:2,labeled,,rgb_pad_resize_384
297,real_redf0xwin_0297,images/0297.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0297,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:92;dirt:7;hole:4,labeled,,rgb_pad_resize_384
298,real_redf0xwin_0298,images/0298.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0298,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:64;dirt:15,labeled,,rgb_pad_resize_384
299,real_redf0xwin_0299,images/0299.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0299,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:109;hole:1,labeled,,rgb_pad_resize_384
300,real_redf0xwin_0300,images/0300.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0300,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:90;hole:1,labeled,,rgb_pad_resize_384
301,real_redf0xwin_0301,images/0301.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0301,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:57;dirt:6;hole:2,labeled,,rgb_pad_resize_384
302,real_redf0xwin_0302,images/0302.jpg,not_applicable,available,labeled,,,,31-35,minor,31-35,minor,31-35,minor,33,real_human_final,Real labeled image real_redf0xwin_0302,,31-35-minor-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:126;dirt:5;hole:4,labeled,,rgb_pad_resize_384
303,real_redf0xwin_0303,images/0303.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0303,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:63;hole:1,labeled,,rgb_pad_resize_384
304,real_redf0xwin_0304,images/0304.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0304,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:35,labeled,,rgb_pad_resize_384
305,real_redf0xwin_0305,images/0305.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0305,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:64;hole:3,labeled,,rgb_pad_resize_384
306,real_redf0xwin_0306,images/0306.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0306,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:46;dirt:1,labeled,,rgb_pad_resize_384
307,real_redf0xwin_0307,images/0307.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0307,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:138,labeled,,rgb_pad_resize_384
308,real_redf0xwin_0308,images/0308.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0308,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:89;dirt:1;hole:5,labeled,,rgb_pad_resize_384
309,real_redf0xwin_0309,images/0309.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0309,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:100;dirt:1;hole:7,labeled,,rgb_pad_resize_384
310,real_redf0xwin_0310,images/0310.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0310,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:80;dirt:1;hole:3,labeled,,rgb_pad_resize_384
311,real_redf0xwin_0311,images/0311.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0311,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:142;hole:3,labeled,,rgb_pad_resize_384
312,real_redf0xwin_0312,images/0312.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0312,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:85;hole:1,labeled,,rgb_pad_resize_384
313,real_redf0xwin_0313,images/0313.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0313,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;hole:1,labeled,,rgb_pad_resize_384
314,real_redf0xwin_0314,images/0314.jpg,not_applicable,available,labeled,,,,46-55,moderate,46-55,moderate,46-55,moderate,50,real_human_final,Real labeled image real_redf0xwin_0314,,46-55-moderate-mid.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:54;dirt:1;hole:1,labeled,,rgb_pad_resize_384
315,real_redf0xwin_0315,images/0315.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0315,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:42,labeled,,rgb_pad_resize_384
316,real_redf0xwin_0316,images/0316.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0316,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:55;dirt:5,labeled,,rgb_pad_resize_384
317,real_redf0xwin_0317,images/0317.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0317,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:62;hole:2,labeled,,rgb_pad_resize_384
318,real_redf0xwin_0318,images/0318.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0318,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;hole:2,labeled,,rgb_pad_resize_384
319,real_redf0xwin_0319,images/0319.jpg,not_applicable,available,labeled,,,,66-75,severe,66-75,severe,66-75,severe,70,real_human_final,Real labeled image real_redf0xwin_0319,,66-75-severe-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:144;hole:4,labeled,,rgb_pad_resize_384
320,real_redf0xwin_0320,images/0320.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0320,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:63;hole:1,labeled,,rgb_pad_resize_384
321,real_redf0xwin_0321,images/0321.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0321,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:44;hole:3,labeled,,rgb_pad_resize_384
322,real_redf0xwin_0322,images/0322.jpg,not_applicable,available,labeled,,,,56-65,moderate,56-65,moderate,56-65,moderate,60,real_human_final,Real labeled image real_redf0xwin_0322,,56-65-moderate-high.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:44;hole:3,labeled,,rgb_pad_resize_384
323,real_redf0xwin_0323,images/0323.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0323,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:43;dirt:1;hole:3,labeled,,rgb_pad_resize_384
324,real_redf0xwin_0324,images/0324.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0324,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:39;hole:1,labeled,,rgb_pad_resize_384
325,real_redf0xwin_0325,images/0325.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0325,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:107,labeled,,rgb_pad_resize_384
326,real_redf0xwin_0326,images/0326.jpg,not_applicable,available,labeled,,,,36-45,moderate,36-45,moderate,36-45,moderate,40,real_human_final,Real labeled image real_redf0xwin_0326,,36-45-moderate-low.md,,,,,,,,,,,,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:30;dirt:1,labeled,,rgb_pad_resize_384
