image_id,image_path,source_dataset,original_label,llm_score_band,llm_representative_score,llm_coarse_class,llm_reasoning,human_score_band,human_representative_score,human_coarse_class,final_score_band,final_representative_score,final_coarse_class,review_status,disagreement_flag,review_notes,split
real_redf0xwin_0368,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0368.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;dirt:8,,,,,,,,,,,pending,,,
real_redf0xwin_0369,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0369.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:94;dirt:11,,,,,,,,,,,pending,,,
real_redf0xwin_0370,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0370.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:32,,,,,,,,,,,pending,,,
real_redf0xwin_0371,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0371.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;dirt:8,,,,,,,,,,,pending,,,
real_redf0xwin_0372,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0372.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:50,,,,,,,,,,,pending,,,
real_redf0xwin_0373,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0373.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:69;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0374,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0374.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:119;dirt:10;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0375,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0375.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:86;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0376,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0376.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:111;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0377,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0377.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:78;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0378,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0378.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:42;hole:6,,,,,,,,,,,pending,,,
real_redf0xwin_0379,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0379.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:74;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0380,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0380.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:42;hole:6,,,,,,,,,,,pending,,,
real_redf0xwin_0381,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0381.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:51;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0382,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0382.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:137;dirt:18;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0383,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0383.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:100;dirt:8;hole:1,,,,,,,,,,,pending,,,
real_redf0xwin_0384,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0384.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:70;hole:2,,,,,,,,,,,pending,,,
real_redf0xwin_0385,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0385.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:149;dirt:3,,,,,,,,,,,pending,,,
real_redf0xwin_0386,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0386.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:58;hole:14,,,,,,,,,,,pending,,,
real_redf0xwin_0387,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0387.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:83,,,,,,,,,,,pending,,,
real_redf0xwin_0388,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0388.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:54;hole:6,,,,,,,,,,,pending,,,
real_redf0xwin_0389,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0389.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:87;hole:3,,,,,,,,,,,pending,,,
real_redf0xwin_0390,data/real/source/redf0xwin_recognizing_defects_in_boxes_and_cardboard/images/0390.jpg,kaggle:redf0xwin/recognizing-defects-in-boxes-and-cardboard,dent:56;dirt:1;hole:5,,,,,,,,,,,pending,,,
